timestamp,city,pm25,no2,o3,temperature,humidity,wind_speed,latitude,longitude,AQI,AQI_Category,pm25_ma3,pm25_lag1,pm25_lag3,is_polluted
2023-01-01 03:00:00+00:00,Beijing,79.28,35.231199999999994,53.62,28.22,75.0,14.23,39.91,116.4,163.27839831401477,Unhealthy,61.64333333333334,40.11,51.57,1
2023-01-01 03:00:00+00:00,London,81.89,72.192,73.92,32.43,62.0,14.8,51.51,-0.13,164.6260273972603,Unhealthy,67.09333333333332,79.28,65.54,1
2023-01-01 04:00:00+00:00,London,73.09,60.761599999999994,55.06,24.02,32.0,1.72,51.51,-0.13,160.0822971548999,Unhealthy,78.08666666666666,81.89,40.11,1
2023-01-01 04:00:00+00:00,Sydney,53.32,8.177999999999999,79.54,20.0,83.0,2.3,11.660000000000004,151.21,144.878391959799,Unhealthy (Sensitive),69.43333333333332,73.09,79.28,1
2023-01-01 04:00:00+00:00,Los Angeles,27.91,48.2784,37.2,19.28,44.0,9.31,34.05,-118.25,84.24849785407726,Moderate,51.43999999999999,53.32,81.89,0
2023-01-01 04:00:00+00:00,Beijing,81.1,37.9008,75.28,21.81,30.0,13.66,39.91,116.4,164.21812434141202,Unhealthy,54.10999999999999,27.91,73.09,1
2023-01-01 04:00:00+00:00,New Delhi,34.97,47.6204,47.86,20.85,64.0,11.2,28.61,77.21,99.09570815450644,Moderate,47.99333333333332,81.1,53.32,0
2023-01-01 05:00:00+00:00,New Delhi,46.14,34.9116,87.22,16.46,79.0,4.33,28.61,77.21,127.19899497487438,Unhealthy (Sensitive),54.06999999999999,34.97,27.91,1
2023-01-01 05:00:00+00:00,Sydney,62.36,7.2004,59.84,20.11,62.0,13.49,11.660000000000004,151.21,154.54204425711276,Unhealthy,47.82333333333332,46.14,81.1,1
2023-01-01 05:00:00+00:00,Los Angeles,61.66,35.72,75.16,23.46,78.0,6.88,34.05,-118.25,154.18061116965225,Unhealthy,56.71999999999999,62.36,34.97,1
2023-01-01 05:00:00+00:00,Beijing,67.35,57.3024,69.06,19.22,48.0,12.83,39.91,116.4,157.11854583772393,Unhealthy,63.789999999999985,61.66,46.14,1
2023-01-01 05:00:00+00:00,London,93.66,0.0,56.58,28.26,37.0,8.78,51.51,-0.13,170.70326659641728,Unhealthy,74.22333333333331,67.35,62.36,1
2023-01-01 06:00:00+00:00,London,51.65,36.6224,60.52,27.69,76.0,2.78,51.51,-0.13,140.76633165829145,Unhealthy (Sensitive),70.88666666666666,93.66,61.66,1
2023-01-01 06:00:00+00:00,Beijing,61.22,46.2856,98.22,27.92,87.0,9.85,39.91,116.4,153.95342465753424,Unhealthy,68.84333333333332,51.65,67.35,1
2023-01-01 06:00:00+00:00,New Delhi,35.08,45.4396,36.8,17.39,75.0,10.02,28.61,77.21,99.32703862660944,Moderate,49.316666666666656,61.22,93.66,0
2023-01-01 06:00:00+00:00,Los Angeles,50.47,46.7556,43.08,26.11,39.0,5.02,34.05,-118.25,137.8608040201005,Unhealthy (Sensitive),48.92333333333332,35.08,51.65,1
2023-01-01 06:00:00+00:00,Sydney,57.33,33.407599999999995,65.86,18.02,39.0,10.68,11.660000000000004,151.21,151.94488935721813,Unhealthy,47.62666666666666,50.47,61.22,1
2023-01-01 07:00:00+00:00,Sydney,86.2,61.5512,71.34,8.8,72.0,0.66,11.660000000000004,151.21,166.8514225500527,Unhealthy,64.66666666666666,57.33,35.08,1
2023-01-01 07:00:00+00:00,Beijing,60.56,41.8488,63.18,24.59,76.0,12.43,39.91,116.4,153.61264488935723,Unhealthy,68.02999999999999,86.2,50.47,1
2023-01-01 07:00:00+00:00,New Delhi,44.94,48.654399999999995,66.34,21.58,77.0,1.83,28.61,77.21,124.24422110552763,Unhealthy (Sensitive),63.899999999999984,60.56,57.33,1
2023-01-01 07:00:00+00:00,Los Angeles,41.69,95.0058,79.1,23.09,54.0,13.87,34.05,-118.25,116.24170854271357,Unhealthy (Sensitive),49.063333333333325,44.94,86.2,1
2023-01-01 07:00:00+00:00,London,65.99,77.49359999999999,86.14,21.72,79.0,3.8,51.51,-0.13,156.4163329820864,Unhealthy,50.87333333333331,41.69,60.56,1
2023-01-01 08:00:00+00:00,Beijing,60.39,41.2848,58.7,7.982499999999996,37.0,1.55,39.91,116.4,153.52486828240254,Unhealthy,56.02333333333332,65.99,44.94,1
2023-01-01 08:00:00+00:00,Los Angeles,73.23,44.819199999999995,55.18,14.61,81.0,12.52,34.05,-118.25,160.154583772392,Unhealthy,66.53666666666665,60.39,41.69,1
2023-01-01 08:00:00+00:00,London,63.8,56.4188,44.28,30.03,69.0,1.78,51.51,-0.13,155.28556375131717,Unhealthy,65.80666666666666,73.23,65.99,1
2023-01-01 08:00:00+00:00,Sydney,47.5,50.196,71.22,25.18,51.0,12.43,11.660000000000004,151.21,130.54773869346735,Unhealthy (Sensitive),61.50999999999999,63.8,60.39,1
2023-01-01 08:00:00+00:00,New Delhi,62.79,78.45239999999998,81.44,15.5,89.0,0.72,28.61,77.21,154.7640674394099,Unhealthy,58.029999999999994,47.5,73.23,1
2023-01-01 09:00:00+00:00,London,78.36,42.431599999999996,73.82,20.06,72.0,6.16,51.51,-0.13,162.80337197049525,Unhealthy,62.883333333333326,62.79,63.8,1
2023-01-01 09:00:00+00:00,Beijing,60.52,84.5436,58.6,29.94,80.0,2.67,39.91,116.4,153.59199157007376,Unhealthy,67.22333333333331,78.36,47.5,1
2023-01-01 09:00:00+00:00,New Delhi,72.45,69.372,76.22,14.13,77.0,4.43,28.61,77.21,159.7518440463646,Unhealthy,70.44333333333333,60.52,62.79,1
2023-01-01 09:00:00+00:00,Los Angeles,49.2,21.676399999999997,45.92,16.35,89.0,12.13,34.05,-118.25,134.73366834170855,Unhealthy (Sensitive),60.72333333333332,72.45,78.36,1
2023-01-01 09:00:00+00:00,Sydney,52.87,41.2472,56.72,21.86,77.0,3.96,11.660000000000004,151.21,143.77035175879396,Unhealthy (Sensitive),58.17333333333332,49.2,60.52,1
2023-01-01 10:00:00+00:00,Los Angeles,62.02,34.2724,69.78,27.15,69.0,11.68,34.05,-118.25,154.36649104320338,Unhealthy,54.69666666666666,52.87,72.45,1
2023-01-01 10:00:00+00:00,Sydney,53.98,58.731199999999994,88.88,16.01,31.0,11.99,11.660000000000004,151.21,146.5035175879397,Unhealthy (Sensitive),56.28999999999999,62.02,49.2,1
2023-01-01 10:00:00+00:00,Beijing,44.31,55.892399999999995,64.66,26.79,32.0,2.78,39.91,116.4,122.69296482412061,Unhealthy (Sensitive),53.43666666666666,53.98,52.87,1
2023-01-01 10:00:00+00:00,London,31.1,61.40079999999999,53.38,24.3,49.0,4.48,51.51,-0.13,90.95708154506438,Moderate,43.129999999999995,44.31,62.02,0
2023-01-01 10:00:00+00:00,New Delhi,73.89,66.13839999999999,64.34,24.76,63.0,3.44,28.61,77.21,160.49536354056903,Unhealthy,49.76666666666666,31.1,53.98,1
2023-01-01 11:00:00+00:00,New Delhi,65.11,78.2832,71.6,17.68,51.0,0.72,28.61,77.21,155.96195995785038,Unhealthy,56.69999999999999,73.89,44.31,1
2023-01-01 11:00:00+00:00,Los Angeles,73.97,43.108399999999996,50.02,14.46,34.0,1.42,34.05,-118.25,160.53667017913594,Unhealthy,70.99,65.11,31.1,1
2023-01-01 11:00:00+00:00,Sydney,53.6,31.114,57.2,17.53,65.0,2.37,11.660000000000004,151.21,145.5678391959799,Unhealthy (Sensitive),64.22666666666666,73.97,73.89,1
2023-01-01 11:00:00+00:00,London,37.16,11.1108,72.32,27.59,30.0,12.85,51.51,-0.13,105.08743718592964,Unhealthy (Sensitive),54.90999999999999,53.6,65.11,1
2023-01-01 11:00:00+00:00,Beijing,60.33,57.452799999999996,63.1,18.74,79.0,4.17,39.91,116.4,153.49388830347735,Unhealthy,50.36333333333332,37.16,73.97,1
2023-01-01 12:00:00+00:00,Los Angeles,76.49,26.207199999999997,40.86,26.06,35.0,13.36,34.05,-118.25,161.83782929399368,Unhealthy,57.99333333333332,60.33,53.6,1
2023-01-01 12:00:00+00:00,Sydney,59.49,48.419399999999996,68.94,19.98,69.0,13.91,11.660000000000004,151.21,153.06016859852477,Unhealthy,65.43666666666665,76.49,37.16,1
2023-01-01 12:00:00+00:00,New Delhi,85.43,18.2172,68.22,24.86,30.0,6.29,28.61,77.21,166.45384615384614,Unhealthy,73.80333333333333,59.49,60.33,1
2023-01-01 12:00:00+00:00,London,39.47,66.74,65.2,22.71,76.0,7.03,51.51,-0.13,110.77537688442212,Unhealthy (Sensitive),61.46333333333333,85.43,76.49,1
2023-01-01 12:00:00+00:00,Beijing,67.78,56.324799999999996,60.02,24.07,62.0,7.1,39.91,116.4,157.34056902002106,Unhealthy,64.22666666666666,39.47,59.49,1
2023-01-01 13:00:00+00:00,Sydney,52.4,65.7248,65.9,13.45,63.0,10.97,11.660000000000004,151.21,142.61306532663318,Unhealthy (Sensitive),53.21666666666666,67.78,85.43,1
2023-01-01 13:00:00+00:00,New Delhi,59.07,39.76199999999999,66.72,17.68,71.0,11.35,28.61,77.21,152.84330874604848,Unhealthy,59.74999999999999,52.4,39.47,1
2023-01-01 13:00:00+00:00,London,34.11,47.564,55.88,26.92,48.0,11.18,51.51,-0.13,97.28712446351932,Moderate,48.526666666666664,59.07,67.78,0
2023-01-01 13:00:00+00:00,Beijing,51.69,54.181599999999996,91.98,32.14,33.0,1.8,39.91,116.4,140.864824120603,Unhealthy (Sensitive),48.289999999999985,34.11,52.4,1
2023-01-01 13:00:00+00:00,Los Angeles,80.34,27.485599999999998,58.78,26.86,59.0,8.64,34.05,-118.25,163.82571127502635,Unhealthy,55.379999999999995,51.69,59.07,1
2023-01-01 14:00:00+00:00,Sydney,61.62,42.3,64.68,23.4,37.0,10.34,11.660000000000004,151.21,154.1599578503688,Unhealthy,64.54999999999998,80.34,34.11,1
2023-01-01 14:00:00+00:00,New Delhi,57.89,44.5372,73.22,19.82,42.0,10.99,28.61,77.21,152.23403582718652,Unhealthy,66.61666666666666,61.62,51.69,1
2023-01-01 14:00:00+00:00,Beijing,76.56,42.1872,56.22,19.97,89.0,13.18,39.91,116.4,161.87397260273974,Unhealthy,65.35666666666667,57.89,80.34,1
2023-01-01 14:00:00+00:00,London,35.405,79.50519999999999,48.62,22.59,77.0,2.19,51.51,-0.13,,Hazardous,56.61833333333332,76.56,61.62,0
2023-01-01 14:00:00+00:00,Los Angeles,71.93,46.3232,85.04,8.9,43.0,0.87,34.05,-118.25,159.48335089567968,Unhealthy,61.298333333333325,35.405,57.89,1
2023-01-01 15:00:00+00:00,London,36.7,59.520799999999994,57.88,18.06,70.0,8.54,51.51,-0.13,103.95477386934674,Unhealthy (Sensitive),48.01166666666666,71.93,76.56,1
2023-01-01 15:00:00+00:00,New Delhi,35.9,47.300799999999995,58.62,29.84,33.0,4.01,28.61,77.21,101.98492462311557,Unhealthy (Sensitive),48.17666666666667,36.7,35.405,1
2023-01-01 15:00:00+00:00,Sydney,60.23,58.656,52.56,26.24,47.0,3.35,11.660000000000004,151.21,153.4422550052687,Unhealthy,44.276666666666664,35.9,71.93,1
2023-01-01 15:00:00+00:00,Los Angeles,72.33,20.3228,76.68,26.52,34.0,4.11,34.05,-118.25,159.68988408851422,Unhealthy,56.15333333333333,60.23,36.7,1
2023-01-01 15:00:00+00:00,Beijing,65.88,34.5732,64.02,17.94,67.0,5.66,39.91,116.4,156.3595363540569,Unhealthy,66.14666666666666,72.33,35.9,1
2023-01-01 16:00:00+00:00,New Delhi,79.36,37.5436,64.22,23.47,64.0,11.21,28.61,77.21,163.31970495258167,Unhealthy,72.52333333333333,65.88,60.23,1
2023-01-01 16:00:00+00:00,London,78.09,65.3958,45.02,15.14,48.0,11.45,51.51,-0.13,162.66396206533193,Unhealthy,74.44333333333333,79.36,72.33,1
2023-01-01 16:00:00+00:00,Sydney,30.31,85.1076,73.8,17.85,86.0,1.88,11.660000000000004,151.21,89.29570815450644,Moderate,62.586666666666666,78.09,65.88,0
2023-01-01 16:00:00+00:00,Beijing,50.02,60.57359999999999,39.68,25.34,72.0,10.85,39.91,116.4,136.7527638190955,Unhealthy (Sensitive),52.806666666666665,30.31,79.36,1
2023-01-01 16:00:00+00:00,Los Angeles,60.29,74.7864,51.7,17.96,40.0,13.98,34.05,-118.25,153.47323498419388,Unhealthy,46.87333333333333,50.02,78.09,1
2023-01-01 17:00:00+00:00,London,77.7,71.2708,82.34,20.7,35.0,10.6,51.51,-0.13,162.46259220231823,Unhealthy,62.669999999999995,60.29,30.31,1
2023-01-01 17:00:00+00:00,Beijing,63.92,66.23239999999998,56.8,16.85,54.0,2.83,39.91,116.4,155.34752370916755,Unhealthy,67.30333333333334,77.7,50.02,1
2023-01-01 17:00:00+00:00,Sydney,45.19,17.5028,42.96,23.91,50.0,12.98,11.660000000000004,151.21,124.85979899497487,Unhealthy (Sensitive),62.27,63.92,60.29,1
2023-01-01 17:00:00+00:00,New Delhi,56.48,35.541399999999996,48.82,17.65,88.0,4.09,28.61,77.21,151.50600632244468,Unhealthy,55.196666666666665,45.19,77.7,1
2023-01-01 17:00:00+00:00,Los Angeles,52.47,56.4188,78.54,23.29,74.0,3.21,34.05,-118.25,142.7854271356784,Unhealthy (Sensitive),51.379999999999995,56.48,63.92,1
2023-01-01 18:00:00+00:00,New Delhi,58.99,33.5392,70.92,29.44,88.0,10.26,28.61,77.21,152.80200210748157,Unhealthy,55.98,52.47,45.19,1
2023-01-01 18:00:00+00:00,London,60.43,57.5092,57.5,23.71,46.0,4.16,51.51,-0.13,153.54552160168598,Unhealthy,57.296666666666674,58.99,56.48,1
2023-01-01 18:00:00+00:00,Beijing,75.44,61.983599999999996,60.24,17.13,45.0,12.31,39.91,116.4,161.29567966280294,Unhealthy,64.95333333333333,60.43,52.47,1
2023-01-01 18:00:00+00:00,Sydney,50.709999999999994,62.5476,58.34,13.21,31.0,2.56,11.660000000000004,151.21,138.45175879396984,Unhealthy (Sensitive),62.19333333333333,75.44,58.99,1
2023-01-01 18:00:00+00:00,Los Angeles,64.72,48.82359999999999,75.5,18.49,79.0,3.81,34.05,-118.25,155.76059009483666,Unhealthy,63.623333333333335,50.709999999999994,60.43,1
2023-01-01 19:00:00+00:00,Los Angeles,55.09,70.9512,55.32,8.72,55.0,3.72,34.05,-118.25,149.23668341708543,Unhealthy (Sensitive),56.839999999999996,64.72,75.44,1
2023-01-01 19:00:00+00:00,London,78.65,35.7764,42.28,12.63,30.0,7.97,51.51,-0.13,162.95310853530032,Unhealthy,66.15333333333334,55.09,50.709999999999994,1
2023-01-01 19:00:00+00:00,Sydney,56.23,38.4272,60.16,21.27,63.0,2.05,11.660000000000004,151.21,151.37692307692308,Unhealthy,63.32333333333333,78.65,64.72,1
2023-01-01 19:00:00+00:00,New Delhi,66.12,55.5164,37.6,23.03,41.0,9.44,28.61,77.21,156.48345626975765,Unhealthy,67.0,56.23,55.09,1
2023-01-01 19:00:00+00:00,Beijing,60.34,60.8744,60.8,25.18,58.0,6.22,39.91,116.4,153.49905163329822,Unhealthy,60.89666666666667,66.12,78.65,1
2023-01-01 20:00:00+00:00,Los Angeles,65.18,40.5516,47.16,21.19,86.0,8.02,34.05,-118.25,155.99810326659642,Unhealthy,63.88,60.34,56.23,1
2023-01-01 20:00:00+00:00,London,56.77,47.9964,73.84,19.62,77.0,9.64,51.51,-0.13,151.65574288724974,Unhealthy,60.76333333333334,65.18,66.12,1
2023-01-01 20:00:00+00:00,Sydney,81.51,14.306799999999999,47.2,19.24,36.0,11.73,11.660000000000004,151.21,164.42982086406744,Unhealthy,67.82000000000001,56.77,60.34,1
2023-01-01 20:00:00+00:00,Beijing,59.64,69.5976,42.48,7.982499999999996,86.0,12.78,39.91,116.4,153.1376185458377,Unhealthy,65.97333333333334,81.51,65.18,1
2023-01-01 20:00:00+00:00,New Delhi,73.04,63.67559999999999,47.78,22.19,86.0,5.88,28.61,77.21,160.05648050579558,Unhealthy,71.39666666666666,59.64,56.77,1
2023-01-01 21:00:00+00:00,Los Angeles,66.06,29.2716,82.46,21.91,86.0,4.86,34.05,-118.25,156.45247629083246,Unhealthy,66.24666666666667,73.04,81.51,1
2023-01-01 21:00:00+00:00,Sydney,65.68,43.8792,77.7,15.44,79.0,1.66,11.660000000000004,151.21,156.25626975763961,Unhealthy,68.26,66.06,59.64,1
2023-01-01 21:00:00+00:00,London,85.16,22.917199999999998,43.56,21.67,46.0,8.9,51.51,-0.13,166.31443624868282,Unhealthy,72.3,65.68,73.04,1
2023-01-01 21:00:00+00:00,Beijing,54.91,68.9396,58.38,11.54,85.0,8.81,39.91,116.4,148.79346733668342,Unhealthy (Sensitive),68.58333333333333,85.16,66.06,1
2023-01-01 21:00:00+00:00,New Delhi,62.31,61.40079999999999,32.52,23.42,89.0,5.84,28.61,77.21,154.51622760800842,Unhealthy,67.46,54.91,65.68,1
2023-01-01 22:00:00+00:00,New Delhi,64.56,60.57359999999999,56.3,29.27,64.0,9.64,28.61,77.21,155.67797681770284,Unhealthy,60.593333333333334,62.31,85.16,1
2023-01-01 22:00:00+00:00,Sydney,71.67,33.2384,72.5,22.26,40.0,6.72,11.660000000000004,151.21,159.3491043203372,Unhealthy,66.18,64.56,54.91,1
2023-01-01 22:00:00+00:00,Beijing,70.96,34.761199999999995,26.56,21.15,43.0,2.05,39.91,116.4,158.98250790305585,Unhealthy,69.06333333333333,71.67,62.31,1
2023-01-01 22:00:00+00:00,Los Angeles,34.9,48.128,99.42,21.04,45.0,2.6,34.05,-118.25,98.94849785407726,Moderate,59.17666666666667,70.96,64.56,0
2023-01-01 22:00:00+00:00,London,99.86249999999998,30.5124,37.48,20.9,63.0,2.0,51.51,-0.13,173.90582191780823,Unhealthy,68.57416666666666,34.9,71.67,1
2023-01-01 23:00:00+00:00,London,58.09,37.355599999999995,39.88,26.4,39.0,13.14,51.51,-0.13,152.3373024236038,Unhealthy,64.28416666666668,99.86249999999998,70.96,1
2023-01-01 23:00:00+00:00,Beijing,46.73,37.2052,29.72,20.07,52.0,1.01,39.91,116.4,128.65175879396983,Unhealthy (Sensitive),68.2275,58.09,34.9,1
2023-01-01 23:00:00+00:00,Sydney,57.78,67.1348,72.04,20.33,75.0,12.79,11.660000000000004,151.21,152.17723919915701,Unhealthy,54.20000000000001,46.73,99.86249999999998,1
2023-01-01 23:00:00+00:00,New Delhi,72.46,27.880399999999998,34.16,11.82,62.0,9.92,28.61,77.21,159.75700737618547,Unhealthy,58.99,57.78,58.09,1
2023-01-01 23:00:00+00:00,Los Angeles,64.52,53.391999999999996,59.88,25.84,57.0,11.54,34.05,-118.25,155.65732349841937,Unhealthy,64.92,72.46,46.73,1
2023-01-02 00:00:00+00:00,London,30.98,44.1988,22.12,23.77,78.0,8.68,51.51,-0.13,90.70472103004293,Moderate,55.98666666666667,64.52,57.78,0
2023-01-02 00:00:00+00:00,Beijing,67.29,10.358799999999999,27.2,25.7,41.0,6.99,39.91,116.4,157.08756585879874,Unhealthy,54.26333333333334,30.98,72.46,1
2023-01-02 00:00:00+00:00,New Delhi,51.76,63.168,53.8,21.77,40.0,4.87,28.61,77.21,141.03718592964825,Unhealthy (Sensitive),50.01,67.29,64.52,1
2023-01-02 00:00:00+00:00,Sydney,68.05,23.5,82.94,12.7,56.0,12.9,11.660000000000004,151.21,157.4799789251844,Unhealthy,62.366666666666674,51.76,30.98,1
2023-01-02 00:00:00+00:00,Los Angeles,42.75,61.87079999999999,45.44,29.01,38.0,9.69,34.05,-118.25,118.85175879396985,Unhealthy (Sensitive),54.18666666666667,68.05,67.29,1
2023-01-02 01:00:00+00:00,New Delhi,49.64,47.075199999999995,72.7,21.92,30.0,2.03,28.61,77.21,135.81708542713568,Unhealthy (Sensitive),53.48,42.75,51.76,1
2023-01-02 01:00:00+00:00,Los Angeles,38.97,49.114999999999995,45.9,22.38,37.0,12.61,34.05,-118.25,109.54422110552764,Unhealthy (Sensitive),43.78666666666667,49.64,68.05,1
2023-01-02 01:00:00+00:00,Sydney,59.2,54.895999999999994,33.26,32.45,87.0,4.98,11.660000000000004,151.21,152.9104320337197,Unhealthy,49.27,38.97,42.75,1
2023-01-02 01:00:00+00:00,London,31.95,29.760399999999997,45.54,28.98,58.0,12.58,51.51,-0.13,92.74463519313306,Moderate,43.373333333333335,59.2,49.64,0
2023-01-02 01:00:00+00:00,Beijing,58.51,54.087599999999995,46.24,17.95,37.0,7.14,39.91,116.4,152.5541622760801,Unhealthy,49.88666666666666,31.95,38.97,1
2023-01-02 02:00:00+00:00,Los Angeles,45.14,36.359199999999994,61.6,19.48,68.0,10.32,34.05,-118.25,124.73668341708543,Unhealthy (Sensitive),45.199999999999996,58.51,59.2,1
2023-01-02 02:00:00+00:00,New Delhi,52.6,74.1472,39.9,26.07,78.0,2.81,28.61,77.21,143.10552763819095,Unhealthy (Sensitive),52.083333333333336,45.14,31.95,1
2023-01-02 02:00:00+00:00,Sydney,28.1,47.6016,64.34,29.95,67.0,13.21,11.660000000000004,151.21,84.6480686695279,Moderate,41.946666666666665,52.6,58.51,0
2023-01-02 02:00:00+00:00,London,86.3,40.138,46.56,25.44,83.0,2.61,51.51,-0.13,166.90305584826132,Unhealthy,55.666666666666664,28.1,45.14,1
2023-01-02 02:00:00+00:00,Beijing,48.91,59.2576,82.84,19.9,90.0,5.41,39.91,116.4,134.01959798994974,Unhealthy (Sensitive),54.43666666666667,86.3,52.6,1
2023-01-02 03:00:00+00:00,Los Angeles,60.14,40.1192,70.38,15.89,63.0,3.03,34.05,-118.25,153.39578503688094,Unhealthy,65.11666666666666,48.91,28.1,1
2023-01-02 03:00:00+00:00,New Delhi,68.14,27.466799999999996,62.18,22.82,55.0,10.43,28.61,77.21,157.5264488935722,Unhealthy,59.06333333333333,60.14,86.3,1
2023-01-02 03:00:00+00:00,Sydney,36.44,51.9068,63.0,27.76,90.0,3.5,11.660000000000004,151.21,103.3145728643216,Unhealthy (Sensitive),54.906666666666666,68.14,48.91,1
2023-01-02 03:00:00+00:00,London,55.53,15.9424,58.66,20.08,37.0,8.78,51.51,-0.13,151.0154899894626,Unhealthy,53.370000000000005,36.44,60.14,1
2023-01-02 03:00:00+00:00,Beijing,39.17,52.64,54.32,24.07,83.0,13.18,39.91,116.4,110.03668341708543,Unhealthy (Sensitive),43.71333333333333,55.53,68.14,1
2023-01-02 04:00:00+00:00,Sydney,37.62,71.346,57.4,27.98,56.0,11.03,11.660000000000004,151.21,106.22010050251255,Unhealthy (Sensitive),44.10666666666666,39.17,36.44,1
2023-01-02 04:00:00+00:00,New Delhi,55.03,17.0704,50.2,16.57,72.0,7.97,28.61,77.21,149.0889447236181,Unhealthy (Sensitive),43.94,37.62,55.53,1
2023-01-02 04:00:00+00:00,Los Angeles,46.21,76.14,47.46,20.39,73.0,13.91,34.05,-118.25,127.3713567839196,Unhealthy (Sensitive),46.28666666666667,55.03,39.17,1
2023-01-02 04:00:00+00:00,London,60.35,58.75,63.1,28.55,60.0,1.09,51.51,-0.13,153.50421496311907,Unhealthy,53.86333333333334,46.21,37.62,1
2023-01-02 04:00:00+00:00,Beijing,79.81,30.5688,70.04,20.6,30.0,2.34,39.91,116.4,163.55205479452056,Unhealthy,62.123333333333335,60.35,55.03,1
2023-01-02 05:00:00+00:00,Beijing,68.415,46.4548,38.74,25.4,72.0,8.4,39.91,116.4,157.66844046364594,Unhealthy,69.52500000000002,79.81,46.21,1
2023-01-02 05:00:00+00:00,Sydney,43.09,43.0332,46.84,19.51,88.0,5.28,11.660000000000004,151.21,119.6889447236181,Unhealthy (Sensitive),63.77166666666667,68.415,60.35,1
2023-01-02 05:00:00+00:00,Los Angeles,54.65,57.452799999999996,76.7,24.63,47.0,8.55,34.05,-118.25,148.1532663316583,Unhealthy (Sensitive),55.385,43.09,79.81,1
2023-01-02 05:00:00+00:00,London,70.86,13.667599999999998,48.56,18.53,54.0,3.42,51.51,-0.13,158.93087460484722,Unhealthy,56.20000000000001,54.65,68.415,1
2023-01-02 05:00:00+00:00,New Delhi,47.62,6.6739999999999995,68.52,27.24,89.0,11.94,28.61,77.21,130.84321608040202,Unhealthy (Sensitive),57.71,70.86,43.09,1
2023-01-02 06:00:00+00:00,Beijing,57.02,64.3712,43.2,26.34,48.0,1.25,39.91,116.4,151.78482613277134,Unhealthy,58.5,47.62,54.65,1
