timestamp,city,pm25,no2,o3,temperature,humidity,wind_speed,latitude,longitude
2023-01-02 09:00:00+00:00,Los Angeles,71.02,29.064799999999998,47.98,16.35,68.0,11.32,34.05,-118.25
2023-01-02 10:00:00+00:00,Los Angeles,74.45,54.764399999999995,73.16,31.48,79.0,1.86,34.05,-118.25
2023-01-02 11:00:00+00:00,Los Angeles,39.45,32.4864,74.06,20.8,61.0,9.65,34.05,-118.25
2023-01-02 12:00:00+00:00,Los Angeles,60.2,74.3352,55.76,35.6,83.0,3.33,34.05,-118.25
2023-01-02 13:00:00+00:00,Los Angeles,45.55,65.3676,60.68,21.31,66.0,3.07,34.05,-118.25
2023-01-02 14:00:00+00:00,Los Angeles,56.65,60.423199999999994,67.58,21.64,34.0,14.47,34.05,-118.25
2023-01-02 15:00:00+00:00,Los Angeles,53.21,61.607600000000005,76.72,20.29,72.0,5.1,34.05,-118.25
2023-01-02 16:00:00+00:00,Los Angeles,63.21,23.5752,62.78,23.93,85.0,8.77,34.05,-118.25
2023-01-02 17:00:00+00:00,Los Angeles,63.46,31.790799999999997,76.92,22.26,78.0,11.24,34.05,-118.25
2023-01-02 18:00:00+00:00,Los Angeles,76.25,66.81519999999999,37.96,17.31,72.0,12.24,34.05,-118.25
2023-01-02 19:00:00+00:00,Los Angeles,64.57,51.831599999999995,60.38,26.36,37.0,7.77,34.05,-118.25
2023-01-02 20:00:00+00:00,Los Angeles,68.56,48.673199999999994,78.16,26.77,65.0,13.41,34.05,-118.25
2023-01-02 21:00:00+00:00,Los Angeles,69.77,45.514799999999994,41.56,14.5,70.0,1.86,34.05,-118.25
2023-01-02 22:00:00+00:00,Los Angeles,52.72,42.3564,61.3,33.57,51.0,4.65,34.05,-118.25
2023-01-02 23:00:00+00:00,Los Angeles,31.99,39.198,61.28,17.53,43.0,8.07,34.05,-118.25
2023-01-03 00:00:00+00:00,Los Angeles,54.98,33.558,70.88,18.35,66.0,1.25,34.05,-118.25
2023-01-03 01:00:00+00:00,Los Angeles,63.25,91.91319999999999,89.5,28.82,42.0,14.65,34.05,-118.25
2023-01-03 02:00:00+00:00,Los Angeles,72.43,8.93,62.98,18.69,56.0,6.87,34.05,-118.25
2023-01-03 03:00:00+00:00,Los Angeles,72.79,32.4864,86.58,20.33,71.0,4.13,34.05,-118.25
2023-01-03 04:00:00+00:00,Los Angeles,55.23,80.18199999999999,66.48,15.7,85.0,14.35,34.05,-118.25
2023-01-03 05:00:00+00:00,Los Angeles,73.77,54.087599999999995,86.42,15.37,38.0,4.09,34.05,-118.25
2023-01-03 06:00:00+00:00,Los Angeles,87.66,70.8196,48.68,24.22,89.0,7.38,34.05,-118.25
2023-01-03 07:00:00+00:00,Los Angeles,71.62,46.642799999999994,45.08,15.53,36.0,6.79,34.05,-118.25
2023-01-03 08:00:00+00:00,Los Angeles,58.42,77.6816,37.12,19.8,35.0,5.93,34.05,-118.25
2023-01-03 09:00:00+00:00,Los Angeles,61.96,48.109199999999994,97.56,24.02,61.0,2.86,34.05,-118.25
2023-01-03 10:00:00+00:00,Los Angeles,73.65,50.74119999999999,50.4,22.35,40.0,14.13,34.05,-118.25
2023-01-03 11:00:00+00:00,Los Angeles,54.22,11.3364,80.48,18.92,80.0,8.41,34.05,-118.25
2023-01-03 12:00:00+00:00,Los Angeles,91.67,44.142399999999995,69.42,23.4,76.0,1.53,34.05,-118.25
2023-01-03 13:00:00+00:00,Los Angeles,50.66,63.638,52.56,18.89,39.0,10.6,34.05,-118.25
2023-01-03 14:00:00+00:00,Los Angeles,54.67,57.9604,74.4,23.54,77.0,11.16,34.05,-118.25
2023-01-03 15:00:00+00:00,Los Angeles,50.55,52.282799999999995,74.02,24.76,67.0,12.2,34.05,-118.25
2023-01-03 16:00:00+00:00,Los Angeles,49.35,46.605199999999996,61.88,28.39,33.0,5.44,34.05,-118.25
2023-01-03 17:00:00+00:00,Los Angeles,51.13,76.1964,52.96,19.96,68.0,13.59,34.05,-118.25
2023-01-03 18:00:00+00:00,Los Angeles,63.92,71.53399999999999,60.34,25.41,90.0,6.14,34.05,-118.25
2023-01-03 19:00:00+00:00,Los Angeles,55.35,41.905199999999994,50.2,31.56,69.0,7.0,34.05,-118.25
2023-01-03 20:00:00+00:00,Los Angeles,75.98,28.087199999999996,40.58,27.79,50.0,11.98,34.05,-118.25
2023-01-03 21:00:00+00:00,Los Angeles,71.87,33.8588,59.86,11.55,45.0,13.37,34.05,-118.25
2023-01-03 22:00:00+00:00,Los Angeles,86.56,31.49,54.86,24.06,59.0,9.46,34.05,-118.25
2023-01-03 23:00:00+00:00,Los Angeles,51.54,32.49893333333333,53.06,23.02,59.0,12.42,34.05,-118.25
2023-01-04 00:00:00+00:00,Los Angeles,52.93,33.507866666666665,63.72,14.76,64.0,12.29,34.05,-118.25
2023-01-04 01:00:00+00:00,Los Angeles,38.89,34.516799999999996,81.76,11.81,86.0,13.64,34.05,-118.25
2023-01-04 02:00:00+00:00,Los Angeles,83.55,46.642799999999994,43.96,21.91,58.0,1.32,34.05,-118.25
2023-01-04 03:00:00+00:00,Los Angeles,55.67,70.8948,72.34,24.46,81.0,5.94,34.05,-118.25
2023-01-04 04:00:00+00:00,Los Angeles,58.355000000000004,48.6732,71.04,19.99,49.0,3.74,34.05,-118.25
2023-01-04 05:00:00+00:00,Los Angeles,61.04,65.4992,67.58,22.27,46.0,8.08,34.05,-118.25
2023-01-04 06:00:00+00:00,Los Angeles,81.77,65.0292,94.46,18.16,47.0,8.97,34.05,-118.25
2023-01-04 07:00:00+00:00,Los Angeles,58.34,65.3488,36.76,25.92,73.0,3.23,34.05,-118.25
2023-01-04 08:00:00+00:00,Los Angeles,28.14,37.1112,47.86,22.75,87.0,14.63,34.05,-118.25
2023-01-04 09:00:00+00:00,Los Angeles,31.31,53.8056,69.14,26.85,83.0,2.86,34.05,-118.25
2023-01-04 10:00:00+00:00,Los Angeles,42.135,22.184,89.3,27.9,70.0,14.82,34.05,-118.25
2023-01-04 11:00:00+00:00,Los Angeles,52.96,52.54599999999999,42.44,23.7,75.0,12.71,34.05,-118.25
2023-01-04 12:00:00+00:00,Los Angeles,65.765,50.99186666666666,58.62,21.43,86.0,6.51,34.05,-118.25
2023-01-04 13:00:00+00:00,Los Angeles,78.57,49.43773333333333,58.26,21.72,53.0,13.04,34.05,-118.25
2023-01-04 14:00:00+00:00,Los Angeles,60.08,47.883599999999994,52.8,25.11,49.0,7.03,34.05,-118.25
2023-01-04 15:00:00+00:00,Los Angeles,39.47,57.058,76.96,29.71,32.0,5.69,34.05,-118.25
2023-01-04 16:00:00+00:00,Los Angeles,64.98,32.937599999999996,84.82,22.58,36.0,8.04,34.05,-118.25
2023-01-04 17:00:00+00:00,Los Angeles,62.55,68.6764,76.42,22.83,69.0,6.35,34.05,-118.25
2023-01-04 18:00:00+00:00,Los Angeles,69.68,72.73719999999999,44.56,25.43,40.0,2.48,34.05,-118.25
2023-01-04 19:00:00+00:00,Los Angeles,34.04,74.1472,74.18,21.31,31.0,5.55,34.05,-118.25
2023-01-04 20:00:00+00:00,Los Angeles,82.54,48.3912,86.06,15.1,56.0,13.0,34.05,-118.25
2023-01-04 21:00:00+00:00,Los Angeles,59.78,61.9648,55.5,13.68,47.0,14.71,34.05,-118.25
2023-01-04 22:00:00+00:00,Los Angeles,28.99,45.3268,39.12,25.35,32.0,1.6,34.05,-118.25
2023-01-04 23:00:00+00:00,Los Angeles,43.48,56.17439999999999,71.96,20.55,59.0,7.37,34.05,-118.25
2023-01-05 00:00:00+00:00,Los Angeles,45.21,56.475199999999994,51.52,18.04,44.0,3.07,34.05,-118.25
2023-01-05 01:00:00+00:00,Los Angeles,38.49,43.39039999999999,60.92,10.59,85.0,10.51,34.05,-118.25
2023-01-05 02:00:00+00:00,Los Angeles,49.5,51.023199999999996,58.2,20.9,62.0,12.19,34.05,-118.25
2023-01-05 03:00:00+00:00,Los Angeles,48.95,57.903999999999996,51.24,15.86,90.0,7.53,34.05,-118.25
2023-01-05 04:00:00+00:00,Los Angeles,37.27,72.6996,86.32,20.75,67.0,1.03,34.05,-118.25
2023-01-05 05:00:00+00:00,Los Angeles,72.77,28.425599999999996,60.46,26.84,57.0,8.22,34.05,-118.25
2023-01-05 06:00:00+00:00,Los Angeles,58.08,29.027199999999997,34.3,23.02,62.0,4.4,34.05,-118.25
2023-01-05 07:00:00+00:00,Los Angeles,57.2,46.0976,43.02,18.73,32.0,5.25,34.05,-118.25
2023-01-05 08:00:00+00:00,Los Angeles,69.7,78.7156,74.1,21.96,64.0,1.76,34.05,-118.25
2023-01-05 09:00:00+00:00,Los Angeles,82.2,91.63119999999999,76.24,19.8,42.0,2.35,34.05,-118.25
2023-01-05 10:00:00+00:00,Los Angeles,83.73,30.531199999999995,37.88,26.63,51.0,5.66,34.05,-118.25
2023-01-05 11:00:00+00:00,Los Angeles,88.64,47.5264,62.04,20.19,87.0,2.72,34.05,-118.25
2023-01-05 12:00:00+00:00,Los Angeles,56.42,34.761199999999995,52.2,19.04,55.0,3.01,34.05,-118.25
2023-01-05 13:00:00+00:00,Los Angeles,47.04,0.0,70.96,23.95,72.0,13.05,34.05,-118.25
2023-01-05 14:00:00+00:00,Los Angeles,58.73,36.1524,72.08,24.5,69.0,13.98,34.05,-118.25
2023-01-05 15:00:00+00:00,Los Angeles,45.34,85.4084,85.92,26.67,49.0,3.21,34.05,-118.25
2023-01-05 16:00:00+00:00,Los Angeles,48.57,32.6556,31.12,13.86,71.0,2.17,34.05,-118.25
2023-01-05 17:00:00+00:00,Los Angeles,60.72,18.348799999999997,72.76,16.3,62.0,7.48,34.05,-118.25
2023-01-05 18:00:00+00:00,Los Angeles,64.02,34.742399999999996,60.76,17.7,40.0,1.42,34.05,-118.25
2023-01-05 19:00:00+00:00,Los Angeles,54.23,35.6824,72.16,27.53,69.0,9.14,34.05,-118.25
2023-01-05 20:00:00+00:00,Los Angeles,71.57,0.5264,47.24,24.89,73.0,12.54,34.05,-118.25
2023-01-05 21:00:00+00:00,Los Angeles,56.95,50.196,61.44,24.44,32.0,12.71,34.05,-118.25
2023-01-05 22:00:00+00:00,Los Angeles,83.7,53.3544,53.4,19.56,34.0,2.88,34.05,-118.25
2023-01-05 23:00:00+00:00,Los Angeles,53.51,57.2084,76.56,10.96,75.0,13.22,34.05,-118.25
2023-01-06 00:00:00+00:00,Los Angeles,65.41,69.57879999999999,53.48,11.81,71.0,7.21,34.05,-118.25
2023-01-06 01:00:00+00:00,Los Angeles,44.88,66.7776,46.5,14.1,86.0,13.54,34.05,-118.25
2023-01-06 02:00:00+00:00,Los Angeles,60.24,62.58519999999999,24.62,23.18,74.0,2.2,34.05,-118.25
2023-01-06 03:00:00+00:00,Los Angeles,71.56,50.102,69.1,17.63,84.0,12.01,34.05,-118.25
2023-01-06 04:00:00+00:00,Los Angeles,53.99,58.90039999999999,96.34,22.91,63.0,2.7,34.05,-118.25
2023-01-06 05:00:00+00:00,Los Angeles,63.72,26.489199999999997,46.92,29.55,87.0,13.21,34.05,-118.25
2023-01-06 06:00:00+00:00,Los Angeles,66.03,66.5144,51.84,20.65,57.0,12.06,34.05,-118.25
2023-01-06 07:00:00+00:00,Los Angeles,45.32,38.9724,51.16,26.82,77.0,9.8,34.05,-118.25
2023-01-06 08:00:00+00:00,Los Angeles,74.6,54.764399999999995,90.02,18.13,83.0,3.13,34.05,-118.25
2023-01-06 09:00:00+00:00,Los Angeles,41.33,50.2148,73.36,17.55,70.0,14.24,34.05,-118.25
2023-01-06 10:00:00+00:00,Los Angeles,25.13,52.263999999999996,42.0,34.23,45.0,0.76,34.05,-118.25
2023-01-06 11:00:00+00:00,Los Angeles,61.94,80.5016,69.44,23.08,38.0,2.71,34.05,-118.25
2023-01-06 12:00:00+00:00,Los Angeles,66.63,82.38159999999999,81.52,29.97,43.0,14.05,34.05,-118.25
2023-01-06 13:00:00+00:00,Los Angeles,52.33,45.308,72.5,34.69,56.0,6.29,34.05,-118.25
2023-01-06 14:00:00+00:00,Los Angeles,67.86,44.0296,53.16,16.94,79.0,8.29,34.05,-118.25
2023-01-06 15:00:00+00:00,Los Angeles,35.18,42.675999999999995,70.06,28.35,78.0,7.06,34.05,-118.25
2023-01-06 16:00:00+00:00,Los Angeles,47.72,42.111999999999995,35.94,20.77,49.0,7.73,34.05,-118.25
2023-01-06 17:00:00+00:00,Los Angeles,55.91,62.115199999999994,57.48,27.4,56.0,9.67,34.05,-118.25
2023-01-06 18:00:00+00:00,Los Angeles,32.33,41.9428,42.3,34.87,87.0,1.47,34.05,-118.25
2023-01-06 19:00:00+00:00,Los Angeles,60.89,32.2796,70.78,21.43,31.0,3.26,34.05,-118.25
2023-01-06 20:00:00+00:00,Los Angeles,62.33,46.3796,51.3,18.44,76.0,11.75,34.05,-118.25
2023-01-06 21:00:00+00:00,Los Angeles,61.6,73.11319999999999,17.46,11.61,69.0,8.61,34.05,-118.25
2023-01-06 22:00:00+00:00,Los Angeles,41.39,40.5516,54.06,14.96,72.0,9.84,34.05,-118.25
2023-01-06 23:00:00+00:00,Los Angeles,48.33,40.194399999999995,58.88,24.43,59.0,10.05,34.05,-118.25
2023-01-07 00:00:00+00:00,Los Angeles,48.41,60.57359999999999,41.94,19.38,59.0,9.96,34.05,-118.25
2023-01-07 01:00:00+00:00,Los Angeles,67.34,40.401199999999996,56.34,26.07,78.0,12.91,34.05,-118.25
2023-01-07 02:00:00+00:00,Los Angeles,45.89,40.2132,78.54,16.59,60.0,4.75,34.05,-118.25
2023-01-07 03:00:00+00:00,Los Angeles,69.24,15.604000000000001,88.24,15.79,52.0,6.01,34.05,-118.25
2023-01-07 04:00:00+00:00,Los Angeles,47.76,17.728399999999997,69.7,15.6,32.0,8.5,34.05,-118.25
2023-01-07 05:00:00+00:00,Los Angeles,86.32,14.043599999999998,51.28,26.86,31.0,12.1,34.05,-118.25
2023-01-07 06:00:00+00:00,Los Angeles,59.54,40.1568,59.08,23.54,37.0,9.69,34.05,-118.25
2023-01-07 07:00:00+00:00,Los Angeles,34.35,35.2876,53.3,15.56,79.0,4.45,34.05,-118.25
2023-01-07 08:00:00+00:00,Los Angeles,61.51,50.684799999999996,44.34,24.04,75.0,9.95,34.05,-118.25
2023-01-07 09:00:00+00:00,Los Angeles,34.46,38.18279999999999,68.44,30.1,36.0,10.14,34.05,-118.25
2023-01-07 10:00:00+00:00,Los Angeles,83.56,12.389199999999999,39.52,18.88,88.0,2.91,34.05,-118.25
2023-01-07 11:00:00+00:00,Los Angeles,60.39,40.4576,63.18,14.83,34.0,6.14,34.05,-118.25
2023-01-07 12:00:00+00:00,Los Angeles,68.72,29.647599999999997,38.38,17.12,74.0,8.71,34.05,-118.25
2023-01-07 13:00:00+00:00,Los Angeles,75.8,86.1228,55.12,22.48,37.0,3.62,34.05,-118.25
2023-01-07 14:00:00+00:00,Los Angeles,62.69,75.8392,50.78,22.61,64.0,7.7,34.05,-118.25
2023-01-07 15:00:00+00:00,Los Angeles,34.66,65.5556,54.36,23.21,51.0,1.59,34.05,-118.25
2023-01-07 16:00:00+00:00,Los Angeles,59.48,80.2948,49.96,31.06,57.0,4.07,34.05,-118.25
2023-01-07 17:00:00+00:00,Los Angeles,67.5,57.020399999999995,42.6,26.65,75.0,9.06,34.05,-118.25
2023-01-07 18:00:00+00:00,Los Angeles,49.09,42.337599999999995,58.8,25.1,71.0,3.18,34.05,-118.25
2023-01-07 19:00:00+00:00,Los Angeles,75.97,49.25599999999999,73.06,25.09,60.0,10.05,34.05,-118.25
2023-01-07 20:00:00+00:00,Los Angeles,72.51,55.6292,58.88,13.7,50.0,3.71,34.05,-118.25
2023-01-07 21:00:00+00:00,Los Angeles,72.28,50.938599999999994,62.14,24.23,86.0,14.58,34.05,-118.25
2023-01-07 22:00:00+00:00,Los Angeles,56.8,46.248,70.9,22.14,72.0,5.13,34.05,-118.25
2023-01-07 23:00:00+00:00,Los Angeles,60.065,47.564,37.52,24.51,41.0,2.25,34.05,-118.25
2023-01-08 00:00:00+00:00,Los Angeles,63.33,37.9948,80.1,17.53,47.0,1.45,34.05,-118.25
2023-01-08 01:00:00+00:00,Los Angeles,66.19,10.716,49.6,27.22,30.0,9.58,34.05,-118.25
2023-01-08 02:00:00+00:00,Los Angeles,64.01,63.73199999999999,61.32,27.33,56.0,14.12,34.05,-118.25
2023-01-08 03:00:00+00:00,Los Angeles,78.35,34.159600000000005,51.84,9.58,71.0,9.6,34.05,-118.25
2023-01-08 04:00:00+00:00,Los Angeles,53.32,37.7598,83.26,29.9,48.0,3.96,34.05,-118.25
2023-01-08 05:00:00+00:00,Los Angeles,52.16,41.36,47.12,16.97,67.0,3.89,34.05,-118.25
2023-01-08 06:00:00+00:00,Los Angeles,44.24,46.34199999999999,63.74,29.75,77.0,3.66,34.05,-118.25
2023-01-08 07:00:00+00:00,Los Angeles,45.02,43.8792,46.8,33.55,49.0,2.92,34.05,-118.25
2023-01-08 08:00:00+00:00,Los Angeles,50.04,50.120799999999996,67.88,23.45,37.0,3.84,34.05,-118.25
2023-01-08 09:00:00+00:00,Los Angeles,96.83,37.2616,50.42,24.78,42.0,5.58,34.05,-118.25
2023-01-08 10:00:00+00:00,Los Angeles,50.66,73.7148,50.86,17.84,78.0,12.33,34.05,-118.25
2023-01-08 11:00:00+00:00,Los Angeles,67.07,33.745999999999995,48.74,33.79,42.0,8.91,34.05,-118.25
2023-01-08 12:00:00+00:00,Los Angeles,74.07,35.4756,53.8,23.43,75.0,10.0,34.05,-118.25
2023-01-08 13:00:00+00:00,Los Angeles,65.02,31.001199999999994,61.68,13.26,65.0,4.27,34.05,-118.25
2023-01-08 14:00:00+00:00,Los Angeles,41.14,46.3796,88.72,19.41,78.0,12.84,34.05,-118.25
2023-01-08 15:00:00+00:00,Los Angeles,63.36,0.0,46.08,28.03,60.0,5.54,34.05,-118.25
2023-01-08 16:00:00+00:00,Los Angeles,65.15,59.8216,89.54,24.92,46.0,12.06,34.05,-118.25
2023-01-08 17:00:00+00:00,Los Angeles,54.61,64.54039999999999,66.74,24.03,55.0,12.64,34.05,-118.25
2023-01-08 18:00:00+00:00,Los Angeles,70.73,67.0596,78.7,28.91,39.0,2.8,34.05,-118.25
2023-01-08 19:00:00+00:00,Los Angeles,69.73,40.044,46.66,18.55,45.0,12.36,34.05,-118.25
2023-01-08 20:00:00+00:00,Los Angeles,67.42,47.545199999999994,80.46,22.96,80.0,9.66,34.05,-118.25
2023-01-08 21:00:00+00:00,Los Angeles,60.7,61.1564,38.4,29.48,88.0,2.05,34.05,-118.25
2023-01-08 22:00:00+00:00,Los Angeles,63.2,51.6812,85.24,21.52,49.0,9.67,34.05,-118.25
2023-01-08 23:00:00+00:00,Los Angeles,64.19,50.3088,66.54,21.07,36.0,10.77,34.05,-118.25
2023-01-09 00:00:00+00:00,Los Angeles,53.93,49.50039999999999,48.8,27.98,72.0,1.16,34.05,-118.25
2023-01-09 01:00:00+00:00,Los Angeles,99.86249999999998,53.8996,51.58,21.34,40.0,11.67,34.05,-118.25
2023-01-09 02:00:00+00:00,Los Angeles,29.47,36.565999999999995,90.1,14.76,48.0,2.87,34.05,-118.25
2023-01-09 03:00:00+00:00,Los Angeles,27.02,59.20119999999999,75.8,27.61,85.0,4.46,34.05,-118.25
2023-01-09 04:00:00+00:00,Los Angeles,79.66,59.22,58.42,31.23,80.0,6.27,34.05,-118.25
2023-01-09 05:00:00+00:00,Los Angeles,43.95,63.88239999999999,56.7,18.45,42.0,0.95,34.05,-118.25
2023-01-09 06:00:00+00:00,Los Angeles,49.96,23.4624,83.1,21.59,88.0,14.54,34.05,-118.25
2023-01-09 07:00:00+00:00,Los Angeles,76.76,39.4424,64.32,20.85,80.0,11.76,34.05,-118.25
2023-01-09 08:00:00+00:00,Los Angeles,68.55,55.422399999999996,70.28,28.65,48.0,2.4,34.05,-118.25
2023-01-09 09:00:00+00:00,Los Angeles,78.74,56.230799999999995,43.5,21.75,55.0,2.32,34.05,-118.25
2023-01-09 10:00:00+00:00,Los Angeles,49.85,80.85879999999999,59.36,14.85,35.0,1.43,34.05,-118.25
2023-01-09 11:00:00+00:00,Los Angeles,36.13,57.62199999999999,49.84,26.98,68.0,7.1,34.05,-118.25
2023-01-09 12:00:00+00:00,Los Angeles,53.22,1.4287999999999998,34.66,25.8,83.0,10.58,34.05,-118.25
2023-01-09 13:00:00+00:00,Los Angeles,65.58,27.7864,67.66,21.88,78.0,2.02,34.05,-118.25
2023-01-09 14:00:00+00:00,Los Angeles,51.43,54.144000000000005,59.94,16.21,78.0,9.46,34.05,-118.25
2023-01-09 15:00:00+00:00,Los Angeles,67.87,80.5016,45.98,22.19,47.0,5.58,34.05,-118.25
2023-01-09 16:00:00+00:00,Los Angeles,44.98,41.7172,88.76,25.2,61.0,12.11,34.05,-118.25
2023-01-09 17:00:00+00:00,Los Angeles,52.6,38.634,64.4,18.01,50.0,10.74,34.05,-118.25
2023-01-09 18:00:00+00:00,Los Angeles,60.89,34.8364,71.18,23.97,74.0,10.85,34.05,-118.25
2023-01-09 19:00:00+00:00,Los Angeles,51.31,67.47319999999999,61.84,26.75,78.0,12.35,34.05,-118.25
2023-01-09 20:00:00+00:00,Los Angeles,91.13,34.0468,87.78,22.99,50.0,1.68,34.05,-118.25
2023-01-09 21:00:00+00:00,Los Angeles,44.53,37.0548,69.9,27.65,82.0,7.72,34.05,-118.25
2023-01-09 22:00:00+00:00,Los Angeles,85.91,55.196799999999996,60.6,22.6,56.0,3.39,34.05,-118.25
2023-01-09 23:00:00+00:00,Los Angeles,52.47,50.9856,77.46,21.45,61.0,11.04,34.05,-118.25
2023-01-10 00:00:00+00:00,Los Angeles,52.75,76.5912,40.38,14.68,65.0,14.82,34.05,-118.25
2023-01-10 01:00:00+00:00,Los Angeles,36.57,84.6376,58.32,30.9,61.0,13.16,34.05,-118.25
2023-01-10 02:00:00+00:00,Los Angeles,57.41,63.6192,70.44,14.12,45.0,13.73,34.05,-118.25
2023-01-10 03:00:00+00:00,Los Angeles,67.99,59.953199999999995,39.94,28.88,56.0,2.41,34.05,-118.25
2023-01-10 04:00:00+00:00,Los Angeles,71.66,56.2872,64.18,19.25,59.0,14.59,34.05,-118.25
2023-01-10 05:00:00+00:00,Los Angeles,49.93,53.09119999999999,55.34,13.75,89.0,13.13,34.05,-118.25
2023-01-10 06:00:00+00:00,Los Angeles,59.24,61.5136,14.627499999999998,27.74,83.0,2.87,34.05,-118.25
2023-01-10 07:00:00+00:00,Los Angeles,33.9,54.03119999999999,58.62,26.04,39.0,5.22,34.05,-118.25
2023-01-10 08:00:00+00:00,Los Angeles,41.31,38.2016,65.54,21.77,86.0,3.92,34.05,-118.25
2023-01-10 09:00:00+00:00,Los Angeles,67.16,7.613999999999999,64.06,20.7,84.0,4.11,34.05,-118.25
2023-01-10 10:00:00+00:00,Los Angeles,99.86249999999998,75.21879999999999,73.6,20.26,82.0,1.03,34.05,-118.25
2023-01-10 11:00:00+00:00,Los Angeles,54.76,62.92359999999999,79.56,28.07,67.0,12.18,34.05,-118.25
2023-01-10 12:00:00+00:00,Los Angeles,58.66,66.36399999999999,63.82,20.7,64.0,4.41,34.05,-118.25
2023-01-10 13:00:00+00:00,Los Angeles,57.05,47.9024,49.0,21.35,54.0,14.04,34.05,-118.25
2023-01-10 14:00:00+00:00,Los Angeles,44.48,48.4852,28.02,26.58,74.0,7.09,34.05,-118.25
2023-01-10 15:00:00+00:00,Los Angeles,65.2,7.5012,105.3675,17.64,56.0,0.93,34.05,-118.25
2023-01-10 16:00:00+00:00,Los Angeles,66.05,67.8304,43.36,25.06,81.0,14.56,34.05,-118.25
2023-01-10 17:00:00+00:00,Los Angeles,44.2,52.2076,49.58,27.37,71.0,3.07,34.05,-118.25
